gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_no,D1_B7_no,D2_B7C2_no,D2_B7_no,D3_B7C2_no,D3_B7_no
ENSG00000023228,NDUFS1,4719,NADH:ubiquinone oxidoreductase core subunit S1,2704.6373734517592,0.3439978052664831,0.10607516134481486,3.2429628284821677,0.001182936434061452,0.10648550945671177,3507,2853,2575,2419,2794,2176
ENSG00000069956,MAPK6,5597,mitogen-activated protein kinase 6,1981.4851735979348,0.37428663626893316,0.11555575292003893,3.2390134356004596,0.0011994392319126057,0.10648550945671177,2329,1837,2012,1873,2174,1655
ENSG00000080503,SMARCA2,6595,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",9615.78066270716,-0.26904323960520404,0.0830599973871776,-3.2391433670661014,0.0011988929382842333,0.10648550945671177,9920,12346,7911,10736,7721,9726
ENSG00000011052,NME1-NME2,654364,NME1-NME2 readthrough,422.0618659258031,0.6514954086564775,0.20211261273311829,3.223427770520939,0.001266662387867473,0.1069933464774394,677,381,389,301,461,341
ENSG00000106351,AGFG2,3268,ArfGAP with FG repeats 2,1731.3928600788943,0.3986206298116907,0.12366596675838584,3.223365653951515,0.0012669371301537301,0.1069933464774394,2251,1771,1612,1543,1908,1352
ENSG00000112473,SLC39A7,7922,solute carrier family 39 member 7,1434.4619285732092,-0.5036027495015019,0.15631057585181432,-3.2218085485074774,0.0012738422260525164,0.1069933464774394,1174,1924,1203,1504,1068,1804
ENSG00000137842,TMEM62,80021,transmembrane protein 62,403.1763891771736,0.5683298485464124,0.17600791244353922,3.229001700299834,0.0012422315623134856,0.1069933464774394,542,403,390,297,478,315
ENSG00000138678,GPAT3,84803,glycerol-3-phosphate acyltransferase 3,123.56033702088142,0.9427266581242565,0.2919921906052662,3.228602299842652,0.0012439675770375782,0.1069933464774394,139,84,155,94,174,84
ENSG00000167088,SNRPD1,6632,small nuclear ribonucleoprotein D1 polypeptide,2390.2712007752652,0.3931879873715747,0.12198034246114382,3.2233717289064225,0.001266910258132765,0.1069933464774394,3213,2543,2293,1936,2468,1980
ENSG00000275131,NA,NA,NA,205.96630716690555,-0.7943084881332794,0.245532117113534,-3.2350492370250334,0.0012162175574424322,0.1069933464774394,169,333,114,221,158,263
ENSG00000288622,PDCD6-AHRR,116412618,PDCD6-AHRR readthrough (NMD candidate),382.3454813772507,-0.5916064654371459,0.18365388139667183,-3.2213120732218132,0.0012760511754804763,0.1069933464774394,291,487,276,498,317,443
ENSG00000183048,SLC25A10,1468,solute carrier family 25 member 10,227.1150321800189,0.6638396825930132,0.20663853052323372,3.2125648634458,0.0013155543858024506,0.10954485278743992,266,210,262,165,279,173
ENSG00000140403,DNAJA4,55466,DnaJ heat shock protein family (Hsp40) member A4,1078.1609024422228,0.5577864146889723,0.17394601227782847,3.206663995251985,0.0013428374055256913,0.11105081393367942,1463,993,1000,766,1299,953
ENSG00000004478,FKBP4,2288,FKBP prolyl isomerase 4,5813.163791224048,0.6131187092911975,0.1913730622255204,3.2037879425719695,0.0013563233652439386,0.11140304974119261,8717,5686,4887,4005,7123,4663
ENSG00000132341,RAN,5901,"RAN, member RAS oncogene family",15869.41450100523,0.3530694925355741,0.11047329713881046,3.1959713494559674,0.0013936094938251959,0.11369216911111767,21492,16590,14692,13632,16195,13286
ENSG00000113088,GZMK,3003,granzyme K,242.52239083704896,-0.827415111405636,0.2592837260267298,-3.1911571315522402,0.0014170419044485356,0.1148279460020914,197,430,188,280,127,266
ENSG00000126759,CFP,5199,complement factor properdin,381.77840898424057,-0.7309285612867371,0.23141372948231637,-3.158535852310316,0.0015856380439092444,0.12763329161440146,268,559,320,550,243,381
ENSG00000135624,CCT7,10574,chaperonin containing TCP1 subunit 7,718.1070900516041,0.4766052160559339,0.15107052086665312,3.154852537224146,0.0016057924526313469,0.12839958988788663,868,749,736,607,830,524
ENSG00000068654,POLR1A,25885,RNA polymerase I subunit A,882.4578095689678,0.6561474876943378,0.20862656831203324,3.1450811514714077,0.0016604076484122879,0.12882067835759275,1476,809,746,721,986,611
ENSG00000092098,RNF31,55072,ring finger protein 31,463.172287797276,0.5515058969958511,0.17519480173563157,3.147958110241603,0.0016441525297165541,0.12882067835759275,575,416,443,385,586,368
ENSG00000137628,DDX60,55601,DExD/H-box helicase 60,4924.255668405503,0.9940646290152702,0.3154405894430621,3.151352940248996,0.0016251597871817776,0.12882067835759275,8991,5374,3935,2303,6562,2766
ENSG00000164638,SLC29A4,222962,solute carrier family 29 member 4,311.5020845882086,-1.1528612889632934,0.36664212136891194,-3.1443776417693563,0.0016644049878900505,0.12882067835759275,134,372,270,488,147,464
ENSG00000166411,IDH3A,3419,isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha,3006.1340487065727,0.5373786888417736,0.17061460268617182,3.149664098976493,0.001634582807610695,0.12882067835759275,4430,3243,2725,2301,3343,2155
ENSG00000136826,KLF4,9314,KLF transcription factor 4,375.50744693236857,0.9658437130809545,0.30771040049427,3.138807500589958,0.0016963684630933841,0.1304582982381498,640,379,314,192,515,231
ENSG00000124802,EEF1E1,9521,eukaryotic translation elongation factor 1 epsilon 1,332.44619935034785,0.6741687709678659,0.21497333004772015,3.136057718500303,0.001712354996267387,0.13085426724640778,535,306,298,269,377,226
ENSG00000164574,GALNT10,55568,polypeptide N-acetylgalactosaminyltransferase 10,516.4491609663321,0.699672353294422,0.22343268490378976,3.1314682254107153,0.0017393460661260937,0.13208090819123558,708,378,486,370,675,467
ENSG00000149131,SERPING1,710,serpin family G member 1,247.5389571383976,1.8977252051477802,0.6067695521516975,3.127588057802434,0.0017624701484451777,0.13300040357704423,481,60,126,70,543,186
ENSG00000196141,SPATS2L,26010,spermatogenesis associated serine rich 2 like,2681.3065249089614,0.7176539522527416,0.22974760493130753,3.1236623879814274,0.001786152734966311,0.13395036100610708,4125,2404,2098,1755,3607,2158
ENSG00000154358,OBSCN,84033,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",214.57284211802866,-1.2605184377521108,0.4037846932791769,-3.1217588450798157,0.0017977413283480062,0.133987214805394,155,171,121,326,96,422
ENSG00000115687,PASK,23178,PAS domain containing serine/threonine kinase,5948.88416200342,-0.4097870962087672,0.13155695068775838,-3.1149026643325706,0.001840056183489314,0.13568427436056107,5731,7462,4894,7838,4330,5862
ENSG00000127152,BCL11B,64919,BCL11 transcription factor B,6593.619540899842,-0.2823925644029839,0.09067221670295116,-3.1144332263114585,0.0018429866651591862,0.13568427436056107,6339,7835,5666,7580,5350,7087
ENSG00000085415,SEH1L,81929,SEH1 like nucleoporin,710.2877316555473,0.4693081043873043,0.15092084316742635,3.1096308139934665,0.0018732131639404256,0.13613108361248782,936,655,693,681,787,521
ENSG00000110172,CHORDC1,26973,cysteine and histidine rich domain containing 1,1664.4167770648767,0.6579040909047176,0.21167336227636932,3.10810998525989,0.001882879821375308,0.13613108361248782,2586,1698,1382,1149,2050,1202
ENSG00000136098,NEK3,4752,NIMA related kinase 3,274.6549008782997,0.5241250183711682,0.1685912449646748,3.1088507501145086,0.001878165679092895,0.13613108361248782,367,260,278,238,304,205
ENSG00000136052,SLC41A2,84102,solute carrier family 41 member 2,976.2589953671923,-0.3853561020468368,0.12408023090235364,-3.10570103911313,0.0018982853193349099,0.13642795800981966,945,1271,791,1032,741,1140
ENSG00000101003,GINS1,9837,GINS complex subunit 1,1437.6437852483728,0.4513746018996487,0.14584442596013839,3.0949047173254094,0.001968761323365225,0.13886521492308104,1956,1573,1474,1209,1448,1029
ENSG00000103489,XYLT1,64131,xylosyltransferase 1,1358.4064961041083,-0.5167104660794877,0.16704393399032935,-3.0932608789577567,0.001979700217267267,0.13886521492308104,1167,1856,1222,1670,867,1464
ENSG00000123213,NLN,57486,neurolysin,427.0420451100735,0.8871497895823047,0.2869396023644196,3.0917648950234655,0.0019897036758069423,0.13886521492308104,734,410,339,304,570,230
ENSG00000130589,HELZ2,85441,helicase with zinc finger 2,4649.725857234927,1.0916001300426483,0.35291390863782984,3.0931060049630377,0.001980733694015825,0.13886521492308104,9364,4857,3173,2185,6400,2387
ENSG00000182718,ANXA2,302,annexin A2,5870.547652001999,0.3839695660002909,0.12409994735120622,3.094034882332759,0.0019745426939312386,0.13886521492308104,7803,5860,6490,5253,5225,4773
ENSG00000118785,SPP1,6696,secreted phosphoprotein 1,76.22678882536704,1.2648468271290165,0.40978424652059975,3.086616525326659,0.002024485808976164,0.1396779523290183,110,32,111,66,92,40
ENSG00000140105,WARS1,7453,tryptophanyl-tRNA synthetase 1,19899.230331003946,0.7575066065374494,0.24535219280568246,3.08742545919445,0.0020189840010906247,0.1396779523290183,33216,17155,15074,12267,25839,16571
ENSG00000134470,IL15RA,3601,interleukin 15 receptor subunit alpha,902.5387337680443,0.6291841672859269,0.20447254973685855,3.0771082382238673,0.002090193883126974,0.14321686087458246,1454,849,768,639,1027,723
ENSG00000172349,IL16,3603,interleukin 16,6634.624546505557,-0.5752039789006208,0.18711277057475964,-3.0741032647517876,0.002111363362239165,0.14321686087458246,5167,9039,6222,8326,4062,7389
ENSG00000239264,TXNDC5,81567,thioredoxin domain containing 5,2435.4191289097485,0.31721675716773395,0.10317656869414019,3.074503845035796,0.002108530034966092,0.14321686087458246,3114,2434,2325,2102,2484,2212
ENSG00000184371,CSF1,1435,colony stimulating factor 1,575.8744868584573,0.9920433774773374,0.32336755885154816,3.067850655769602,0.0021560433959397552,0.14543054727696428,698,392,651,571,865,240
ENSG00000051341,POLQ,10721,DNA polymerase theta,1601.2462714766475,0.3292976091624657,0.10779470702924593,3.0548587981515967,0.002251665044651719,0.15020223065814836,2018,1540,1549,1543,1655,1334
ENSG00000144381,HSPD1,3329,heat shock protein family D (Hsp60) member 1,19728.92738782644,0.44734984770038877,0.1464363735506896,3.0549093565577583,0.0022512855142172578,0.15020223065814836,28552,19979,17195,15891,21426,16238
ENSG00000171497,PPID,5481,peptidylprolyl isomerase D,3409.1179934203274,0.35089640416169615,0.11499714585821515,3.0513488099463895,0.002278157485889489,0.15113446969576755,4193,3249,3220,2957,3755,3103
ENSG00000011590,ZBTB32,27033,zinc finger and BTB domain containing 32,3096.615543380592,0.8742204201860853,0.2879116750796286,3.0364187903956985,0.0023940658965562254,0.15379931241694694,5066,2802,2167,1741,4599,2290
ENSG00000053372,MRTO4,51154,"MRT4 homolog, ribosome maturation factor",1830.7440166520605,0.6453935794806919,0.21282014651385622,3.032577460605553,0.0024247485709183976,0.15379931241694694,2867,1925,1532,1285,2204,1275
ENSG00000054965,FAM168A,23201,family with sequence similarity 168 member A,2908.4280156761465,-0.4194073149644093,0.13828087262601552,-3.0330103289028854,0.0024212731248844967,0.15379931241694694,2648,3636,2560,3708,2050,3021
ENSG00000123933,MXD4,10608,MAX dimerization protein 4,806.2149191268256,-0.6633800270856195,0.2179378162205727,-3.0438959084283894,0.0023353592939863613,0.15379931241694694,572,1255,721,1020,511,824
ENSG00000138755,CXCL9,4283,C-X-C motif chemokine ligand 9,449.0317063534081,1.2189914788525142,0.4011432101586143,3.038793747426307,0.0023752741214018215,0.15379931241694694,608,188,744,458,469,187
ENSG00000145912,NHP2,55651,NHP2 ribonucleoprotein,2758.6739199146664,0.41808212309885073,0.13790344214133474,3.0317018676761234,0.002431792560616853,0.15379931241694694,3651,2785,2520,2160,3085,2416
ENSG00000183486,MX2,4600,MX dynamin like GTPase 2,3211.920069370982,1.2198506990144646,0.4022768800918519,3.032365913586523,0.002426448716157361,0.15379931241694694,6739,3464,2105,1377,4619,1328
ENSG00000189091,SF3B3,23450,splicing factor 3b subunit 3,4751.056152771796,0.2629200435355054,0.08672775851133781,3.031555848421174,0.0024329690799765502,0.15379931241694694,6053,4932,4545,4409,4614,4122
ENSG00000197265,GTF2E2,2961,general transcription factor IIE subunit 2,1761.2755625076134,0.35339580628390377,0.11632508601182667,3.0380016761644546,0.0023815262995070473,0.15379931241694694,2360,1804,1679,1628,1770,1397
ENSG00000185885,IFITM1,8519,interferon induced transmembrane protein 1,18854.47092663798,0.44494115908633164,0.1468523759726796,3.029853321332087,0.002446725332431834,0.1538633419988644,24372,17923,17576,14190,21676,17504
ENSG00000082515,MRPL22,29093,mitochondrial ribosomal protein L22,1115.3222293989554,0.3093165693660686,0.10222146622664903,3.025945339897992,0.0024785710504029983,0.15445487398117996,1385,1139,1081,1013,1147,953
ENSG00000262406,MMP12,4321,matrix metallopeptidase 12,135.00010879732653,1.2705969061583475,0.4199540369004105,3.025561834186301,0.0024817165440076954,0.15445487398117996,128,58,179,103,236,82
ENSG00000005379,TSPOAP1,9256,TSPO associated protein 1,110.68414036560911,-1.395573436306248,0.46179520476408636,-3.0220613421466633,0.002510596661001516,0.15498801114239696,36,228,90,143,47,134
ENSG00000135114,OASL,8638,2'-5'-oligoadenylate synthetase like,3446.54565850064,1.0570386555362536,0.3498487845036554,3.021415829801773,0.002515955787966689,0.15498801114239696,6635,3501,2253,1624,4995,1954
ENSG00000116675,DNAJC6,9829,DnaJ heat shock protein family (Hsp40) member C6,469.9590667916824,0.9241799410774402,0.3063528650521791,3.016717147136948,0.002555281255803245,0.15661150194197146,803,443,392,221,627,352
ENSG00000153283,CD96,10225,CD96 molecule,4734.361679900644,-0.8313802410194228,0.2761154006512932,-3.01098830075536,0.002603988854087522,0.15879071426390273,2949,7267,4457,7173,2407,4556
ENSG00000180329,CCDC43,124808,coiled-coil domain containing 43,147.61023138044789,0.9802436249858368,0.3261073048903841,3.0058928772396882,0.002648022676677906,0.1606644512472816,213,107,191,68,168,132
ENSG00000092621,PHGDH,26227,phosphoglycerate dehydrogenase,7033.077592110567,0.3651419954071986,0.12170933687870672,3.0001149030258243,0.0026987777731943747,0.161770752601466,9527,7497,6574,6318,7192,5419
ENSG00000116649,SRM,6723,spermidine synthase,2525.3599899120777,0.7674356705490339,0.2560043014311521,2.9977452185717373,0.0027198494929681627,0.161770752601466,4311,2624,2105,1395,3031,1852
ENSG00000168386,FILIP1L,11259,filamin A interacting protein 1 like,2587.6455507719415,-0.27939340173074534,0.09317476616725619,-2.998595147845198,0.002712274519851699,0.161770752601466,2666,3150,2095,3034,2089,2654
ENSG00000169194,IL13,3596,interleukin 13,2688.6038999598104,1.884839976793749,0.6286996822313773,2.997997342871378,0.0027176004275076097,0.161770752601466,4798,1191,1380,870,6216,1477
ENSG00000118816,CCNI,10983,cyclin I,19802.98936417773,-0.41849484105149243,0.13984678966803235,-2.9925237615029525,0.002766811277186836,0.16375725176840128,17010,22562,17339,24644,14899,22995
ENSG00000014216,CAPN1,823,calpain 1,1658.7341410460504,0.4929877470498541,0.16490280811500416,2.9895655064044853,0.0027937453578391397,0.16454478756365742,2404,1434,1518,1305,1795,1531
ENSG00000114423,CBLB,868,Cbl proto-oncogene B,2424.1035362415987,-0.3872461052578157,0.13006516630808415,-2.977323723559846,0.0029077680290680377,0.16769419486315326,2172,2760,2053,2950,1890,2805
ENSG00000117262,GPR89A,653519,G protein-coupled receptor 89A,170.20927556910513,1.2944144154951764,0.43430241433852884,2.9804448991301484,0.0028783001457748135,0.16769419486315326,223,72,234,171,242,62
ENSG00000151849,CENPJ,55835,centromere protein J,1225.5145302449437,0.38230009465145903,0.12822780261545702,2.9814134443053715,0.002869211420009988,0.16769419486315326,1587,1272,1157,992,1321,1056
ENSG00000183918,SH2D1A,4068,SH2 domain containing 1A,3470.9930735459075,-0.2691561510996914,0.09047477532948667,-2.974930306480359,0.002930551193980896,0.16769419486315326,3375,4224,2988,3794,2823,3786
ENSG00000196465,MYL6B,140465,myosin light chain 6B,2415.9646183786704,-0.3850547584579395,0.12941269342864967,-2.9754017805852673,0.002926050343355918,0.16769419486315326,2185,2823,2067,2751,1851,2908
ENSG00000275410,HNF1B,6928,HNF1 homeobox B,684.1451017571055,0.5811694014116907,0.1951179695504028,2.978553962768474,0.0028961202773624905,0.16769419486315326,839,611,796,675,751,426
ENSG00000177728,TMEM94,9772,transmembrane protein 94,868.5039261490422,-0.5637329973668159,0.189756231579247,-2.9708273223764285,0.002969987219063712,0.16914917774988328,774,948,716,1158,559,1094
ENSG00000122482,ZNF644,84146,zinc finger protein 644,557.0851734099742,-0.6936712830459488,0.2336128488632457,-2.969319908649443,0.0029845970031162523,0.16918321227993255,388,724,336,660,506,750
ENSG00000144199,FAHD2B,151313,fumarylacetoacetate hydrolase domain containing 2B,1264.5189201623734,-0.35566912986773414,0.11990946146128208,-2.9661473376108622,0.003015559852661517,0.17013957785530448,1210,1651,981,1319,1050,1452
ENSG00000108679,LGALS3BP,3959,galectin 3 binding protein,11366.832325238793,0.8141179037575238,0.27573636574261773,2.952522789530964,0.0031518880356524604,0.17700416810450142,21105,12044,8995,6279,13196,7643
ENSG00000065427,KARS1,3735,lysyl-tRNA synthetase 1,8218.293426936827,0.37628687805205685,0.12764524670696703,2.9479114010088607,0.0031992874231706226,0.17828570700268345,10567,7721,7448,6990,9185,7500
ENSG00000107798,LIPA,3988,"lipase A, lysosomal acid type",517.4805830915224,-0.48791919454418026,0.16554037763780918,-2.9474331368973523,0.0032042403859186934,0.17828570700268345,489,757,416,543,357,589
ENSG00000002549,LAP3,51056,leucine aminopeptidase 3,10641.472157784556,0.9776895838139303,0.33196015901684556,2.9452015769287447,0.0032274431964432093,0.17843850455587512,17669,10797,7427,4748,16551,7046
ENSG00000110057,UNC93B1,81622,"unc-93 homolog B1, TLR signaling regulator",1061.581965407039,0.726424314647113,0.24671971035497567,2.9443302831457907,0.0032365440200212564,0.17843850455587512,1649,1005,840,654,1414,839
ENSG00000162836,ACP6,51205,"acid phosphatase 6, lysophosphatidic",300.3852367807614,-0.6011887327788034,0.20475874670079872,-2.9360832807659407,0.003323850738353542,0.1824189718858212,246,455,239,307,210,369
