gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7_Il8,D2_B7C2_Il8,D2_B7_Il8,D3_B7C2_Il8,D3_B7_Il8
ENSG00000262406,MMP12,4321,matrix metallopeptidase 12,175.18660440473406,1.766897565294839,0.49733194107048584,3.5527530395326457,3.812221763147372e-4,0.02978680957933278,183,31,228,117,355,107
ENSG00000196141,SPATS2L,26010,spermatogenesis associated serine rich 2 like,2668.117869274387,0.7022226636512194,0.19932856847062919,3.5229403845073572,4.267873480269292e-4,0.03041019103702328,3141,2175,2679,1931,3451,2347
ENSG00000132361,CLUH,23277,clustered mitochondria homolog,3006.6803535827526,0.6317212616894242,0.1794185674166031,3.5209358250118643,4.300266768741671e-4,0.030414034894774424,3574,2741,3029,2412,3651,2362
ENSG00000214706,IFRD2,7866,interferon related developmental regulator 2,1341.305803224883,0.7810449843837888,0.22197915050381234,3.5185511009078976,4.3391023990964155e-4,0.030463051254832774,1693,1267,1371,939,1687,935
ENSG00000107738,VSIR,64115,V-set immunoregulatory receptor,1191.934383025353,-0.42307989609726615,0.12033508102536217,-3.515848350225456,4.3835128823615377e-4,0.030550205110064208,894,1567,1091,1480,912,1311
ENSG00000125844,RRBP1,6238,ribosome binding protein 1,3468.128965578502,0.3432516904491353,0.09777326706205805,3.510690608622791,4.4694425535248434e-4,0.03070089028852892,3261,3210,4215,3225,3575,3307
ENSG00000131089,ARHGEF9,23229,Cdc42 guanine nucleotide exchange factor 9,608.5635398886972,-0.7179594856400794,0.20445228870988796,-3.511623617277494,4.453782760207664e-4,0.03070089028852892,441,913,511,885,357,625
ENSG00000160741,CRTC2,200186,CREB regulated transcription coactivator 2,4701.211444719959,-0.316938294136992,0.09067443881991301,-3.4953433212468825,4.7345232895453323e-4,0.03161204781019499,3548,5601,4411,5525,3950,5497
ENSG00000175592,FOSL1,8061,"FOS like 1, AP-1 transcription factor subunit",348.8265593251553,0.9947146683540944,0.2845489435988508,3.49575948437333,4.727145815345062e-4,0.03161204781019499,451,207,326,264,519,272
ENSG00000177728,TMEM94,9772,transmembrane protein 94,928.3507416675078,-0.5489730832293479,0.15688933425396986,-3.499110285857159,4.668134544773136e-4,0.03161204781019499,602,1101,922,1358,639,1072
ENSG00000188283,ZNF383,163087,zinc finger protein 383,259.4826985123331,-0.6150290689325386,0.17593037469116307,-3.4958663051345806,4.725253895414971e-4,0.03161204781019499,174,303,215,369,194,331
ENSG00000196465,MYL6B,140465,myosin light chain 6B,2391.4857960269896,-0.445676737378671,0.12779220894231869,-3.487511023303738,4.8753882519334636e-4,0.03232653265934771,1621,2568,2245,3341,1915,2909
ENSG00000082074,FYB1,2533,FYN binding protein 1,7516.305924395731,-0.37136238771795715,0.10655415884675275,-3.4851984355866787,4.91772197383879e-4,0.03238235131462949,5402,8871,7571,10036,5768,8207
ENSG00000160408,ST6GALNAC6,30815,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",1386.2872639119776,-0.3964403445034298,0.11421859872539813,-3.470891334050972,5.187338742193108e-4,0.03392377418524644,1065,1739,1296,1800,1045,1496
ENSG00000115484,CCT4,10575,chaperonin containing TCP1 subunit 4,8746.122978407453,0.485048328589771,0.1404889738047571,3.4525722229550992,5.552688077307279e-4,0.035822341731168855,10011,7832,9074,8034,9620,7395
ENSG00000123213,NLN,57486,neurolysin,425.6197996702451,0.7658256867940647,0.2217194038538669,3.454030966540091,5.52273956823185e-4,0.035822341731168855,504,327,441,311,560,364
ENSG00000091483,FH,2271,fumarate hydratase,2718.2207978521205,0.4487591895983322,0.1301888038562426,3.4469875773178025,5.668746474327906e-4,0.036325631769720035,2977,2617,2995,2420,2890,2292
ENSG00000219200,RNASEK,440400,ribonuclease K,5675.921924967633,-0.32743331799918174,0.09506495487645768,-3.4443115070606196,5.725156746704122e-4,0.036442531078353976,4031,6577,5399,7159,4919,6436
ENSG00000061676,NCKAP1,10787,NCK associated protein 1,366.1715275055241,0.6947457653611401,0.20216898452274612,3.4364606767017416,5.893679019190791e-4,0.036921517597831806,391,260,423,295,466,335
ENSG00000090238,YPEL3,83719,yippee like 3,1933.0046718443416,-0.8933443409296071,0.26003952110392325,-3.435417574748522,5.916414110251641e-4,0.036921517597831806,770,2149,1888,3174,1277,2719
ENSG00000171497,PPID,5481,peptidylprolyl isomerase D,3476.6068512892302,0.3974172399042075,0.11563391127419918,3.43685719461503,5.885058005203115e-4,0.036921517597831806,3644,3154,3844,3153,3692,3252
ENSG00000070366,SMG6,23293,SMG6 nonsense mediated mRNA decay factor,684.3505239142435,-0.5715845598669698,0.1665550354615734,-3.4318059389975177,5.995764298658685e-4,0.03699925959996005,436,839,683,993,462,787
ENSG00000177830,CHID1,66005,chitinase domain containing 1,822.4972717701396,0.4243179503107683,0.12366003562436012,3.4313264440559545,6.006373311681826e-4,0.03699925959996005,765,717,982,802,935,724
ENSG00000105373,NOP53,29997,NOP53 ribosome biogenesis factor,696.0877352693883,-0.8353217525848684,0.2436640126480843,-3.4281703871933495,6.076639435978933e-4,0.03719214957354285,496,1240,477,910,438,698
ENSG00000198816,ZNF358,140467,zinc finger protein 358,927.3415588660337,-0.7493513778507307,0.21877592150507533,-3.4252004182889326,6.143460477620876e-4,0.03736163098109817,478,1071,937,1500,587,1156
ENSG00000165832,TRUB1,142940,TruB pseudouridine synthase family member 1,723.0173200793907,0.46837494860619755,0.137064621851256,3.4171833860562724,6.327264294846508e-4,0.03801026739402379,775,664,853,623,751,645
ENSG00000179456,ZBTB18,10472,zinc finger and BTB domain containing 18,491.7678183326677,-0.6121156654529596,0.1791342891267785,-3.4170770344238655,6.32973661044175e-4,0.03801026739402379,303,700,466,592,346,602
ENSG00000137965,IFI44,10561,interferon induced protein 44,2611.797025767794,0.9856614884258249,0.28881545194199626,3.4127726954989184,6.430555415812167e-4,0.03837433944385911,3781,2537,2521,1490,3362,1544
ENSG00000134198,TSPAN2,10100,tetraspanin 2,436.3362770842926,-1.0063783445792729,0.29591754445437574,-3.4008742078299967,6.717072989821584e-4,0.039835163296159305,227,742,397,727,214,402
ENSG00000100418,DESI1,27351,desumoylating isopeptidase 1,3178.6669055029165,0.48154574106833964,0.1417334462730979,3.3975448543068465,6.799344043113237e-4,0.04007415859484271,3694,2763,3375,3024,3360,2685
ENSG00000110057,UNC93B1,81622,"unc-93 homolog B1, TLR signaling regulator",1079.6265776169248,0.7480984952302787,0.22052609503151027,3.392335474508744,6.929953597137636e-4,0.040593372359184136,1289,865,1047,779,1454,917
ENSG00000100453,GZMB,3002,granzyme B,41318.895952700914,0.9047270201315256,0.26685216759248964,3.390367889059592,6.979888725445223e-4,0.04063657167716524,67614,31455,50227,34675,32982,25976
ENSG00000178952,TUFM,7284,"Tu translation elongation factor, mitochondrial",6802.040458863861,0.42037516073132847,0.12413662341189403,3.386391132425877,7.081836905169275e-4,0.040980229557912876,7315,6657,7473,6087,7213,5803
ENSG00000184220,CMSS1,84319,cms1 ribosomal small subunit homolog,1674.9344264390268,0.5685749835020936,0.1680285075986107,3.383800711128822,7.148987331320083e-4,0.041119597011713346,1973,1459,1813,1314,1847,1516
ENSG00000089692,LAG3,3902,lymphocyte activating 3,10359.243627631797,0.3584465138478646,0.10614190584817074,3.3770499124125357,7.326775361930839e-4,0.04164050664030694,9969,8557,12575,10854,10598,9605
ENSG00000100320,RBFOX2,23543,RNA binding fox-1 homolog 2,519.6342664838562,0.5352341237923173,0.15848575275852544,3.377175010852989,7.323443769460938e-4,0.04164050664030694,596,473,615,477,529,405
ENSG00000011590,ZBTB32,27033,zinc finger and BTB domain containing 32,3199.0529956724577,0.956600891112973,0.28364700093686873,3.372504866800561,7.448777004706594e-4,0.041747924945155244,4153,2522,2607,2011,4967,2379
ENSG00000158828,PINK1,65018,PTEN induced kinase 1,299.11217127440136,-0.6239748512107095,0.18506626090097214,-3.3716294270655567,7.472491867275965e-4,0.041747924945155244,181,380,241,427,248,353
ENSG00000166123,GPT2,84706,glutamic--pyruvic transaminase 2,692.9048104412279,0.6933787587882692,0.20566073271894236,3.3714688731360605,7.476848728133166e-4,0.041747924945155244,816,634,707,571,881,485
ENSG00000120694,HSPH1,10808,heat shock protein family H (Hsp110) member 1,9215.319136820057,0.9220055723234387,0.27426388337039553,3.3617462167932004,7.745127171401265e-4,0.04299446176310423,13232,8260,8175,5418,12098,6532
ENSG00000111537,IFNG,3458,interferon gamma,1456.102064114681,2.0847100888751045,0.6210217723327287,3.356903383667789,7.882065055079992e-4,0.04350170933289235,3192,725,956,391,2270,640
ENSG00000161267,BDH1,622,3-hydroxybutyrate dehydrogenase 1,1504.745427378085,0.39030056685803033,0.11646672954255398,3.351176498138247,8.046899714703678e-4,0.04397561207307783,1347,1343,1811,1480,1706,1336
ENSG00000184371,CSF1,1435,colony stimulating factor 1,609.0593043194873,0.7447494480792555,0.22226520260069188,3.350724447034685,8.060046201077315e-4,0.04397561207307783,532,474,811,607,836,381
ENSG00000123505,AMD1,262,adenosylmethionine decarboxylase 1,3002.4322301971515,0.6286846546184057,0.18801922946719207,3.3437253008640075,8.266154310614438e-4,0.044843887135083325,3614,3046,3669,2485,3030,1999
ENSG00000123933,MXD4,10608,MAX dimerization protein 4,832.0593843720212,-0.7063992364430948,0.21139868751204008,-3.3415497738265865,8.33120775307277e-4,0.04494145289623661,505,1153,831,1282,486,873
ENSG00000188976,NOC2L,26155,NOC2 like nucleolar associated transcriptional repressor,4608.050449109853,0.4949133925020502,0.14853847848816534,3.331886778020834,8.625934234045187e-4,0.04626989891385587,5203,4081,4726,4049,5235,4060
ENSG00000132341,RAN,5901,"RAN, member RAS oncogene family",16687.213002682907,0.3709485574365963,0.11147683567395256,3.327584203426321,8.760251031154906e-4,0.04672786415947879,17554,15369,17822,15826,17782,15219
ENSG00000105643,ARRDC2,27106,arrestin domain containing 2,1501.573410150723,-0.6106862946047692,0.18368641969324018,-3.3246131947295123,8.854128270660382e-4,0.04696623151570296,933,1683,1486,2421,997,1719
ENSG00000100014,SPECC1L,23384,sperm antigen with calponin homology and coiled-coil domains 1 like,1985.7066701867325,0.45219963795843665,0.1361812920599922,3.320570917767679,8.983353262266028e-4,0.04726227624407632,2099,1673,2620,1879,1823,1799
ENSG00000107371,EXOSC3,51010,exosome component 3,973.1631137913322,0.47383440328722354,0.1429504490430102,3.3146758646743293,9.174944583105154e-4,0.04726227624407632,1030,835,1098,1016,1074,758
ENSG00000117411,B4GALT2,8704,"beta-1,4-galactosyltransferase 2",942.5760854745567,0.46201122039489484,0.13937495611370435,3.3148797551403613,9.168255340120037e-4,0.04726227624407632,977,860,1017,863,1092,806
ENSG00000120915,EPHX2,2053,epoxide hydrolase 2,554.7437291234643,-0.6139925942532227,0.18528898433817909,-3.3137026275269434,9.206936930664217e-4,0.04726227624407632,400,844,476,686,371,610
ENSG00000167106,EEIG1,399665,estrogen-induced osteoclastogenesis regulator 1,4016.1141314496836,-0.8922464894005978,0.26922140349845053,-3.3141736793810788,9.191439581744767e-4,0.04726227624407632,1792,5896,4378,6324,2057,4500
ENSG00000170004,CHD3,1107,chromodomain helicase DNA binding protein 3,15022.042523754673,-0.44865737318296023,0.13532378457146602,-3.3154361933028795,9.150022694217324e-4,0.04726227624407632,10113,18504,15739,20169,10642,16755
ENSG00000120526,NUDCD1,84955,NudC domain containing 1,1626.3552752521077,0.523254918976033,0.1582247227145029,3.3070364099811527,9.428863575283487e-4,0.04814266813732981,1823,1301,1706,1455,1872,1497
ENSG00000070540,WIPI1,55062,"WD repeat domain, phosphoinositide interacting 1",263.64934053630407,0.9059128753529868,0.27470023617862405,3.297823430934061,9.74373853884982e-4,0.048964850299441094,210,173,459,199,327,213
ENSG00000173085,COQ2,27235,"coenzyme Q2, polyprenyltransferase",564.3180931250474,0.480308768817798,0.14561463201660174,3.29849248091385,9.720548339699148e-4,0.048964850299441094,622,524,672,520,569,460
ENSG00000183207,RUVBL2,10856,RuvB like AAA ATPase 2,5245.692224414107,0.3594131538540084,0.10897100155399557,3.2982458519105906,9.72909088820184e-4,0.048964850299441094,5532,4714,5946,4965,5220,4970
ENSG00000109534,GAR1,54433,GAR1 ribonucleoprotein,708.4350918415795,0.5753828789965658,0.17539105256335086,3.280571446418219,0.0010359702259319535,0.04986391306998368,805,670,812,537,778,602
ENSG00000116675,DNAJC6,9829,DnaJ heat shock protein family (Hsp40) member C6,485.8027412317972,0.6700392802329307,0.20393244191447782,3.2855943563600434,0.0010176745092256325,0.04986391306998368,580,467,536,391,564,338
ENSG00000120129,DUSP1,1843,dual specificity phosphatase 1,422.2663304284732,0.5504335114898444,0.1673738297313855,3.288647409055662,0.0010067005199698193,0.04986391306998368,486,363,477,402,454,330
ENSG00000130589,HELZ2,85441,helicase with zinc finger 2,4816.553326085987,1.0398763045345423,0.3167520658886796,3.2829345615065377,0.0010273251015096784,0.04986391306998368,6940,4650,4160,2587,6881,2776
ENSG00000132507,EIF5A,1984,eukaryotic translation initiation factor 5A,3626.0167166332676,0.5468456630105604,0.16624961742138894,3.289304790545675,0.0010043519856589357,0.04986391306998368,4284,3562,4083,3281,3775,2575
ENSG00000166896,ATP23,91419,ATP23 metallopeptidase and ATP synthase assembly factor homolog,245.45752090873322,-0.9072914473695578,0.2766406434522226,-3.279675162866125,0.001039266726112982,0.04986391306998368,123,257,195,467,171,306
ENSG00000176597,B3GNT5,84002,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",302.3425683110095,0.7281481108673367,0.22197951072933664,3.280249192706709,0.0010371543483402282,0.04986391306998368,345,216,330,236,387,272
ENSG00000180448,ARHGAP45,23526,Rho GTPase activating protein 45,11526.338470774075,-0.30152177230413385,0.09180613110669465,-3.284331543758371,0.0010222458897439807,0.04986391306998368,8458,13347,11369,14983,9630,12362
ENSG00000196814,MVB12B,89853,multivesicular body subunit 12B,472.0670749624622,-0.8842320342302965,0.2690871105738008,-3.286043810663253,0.0010160520559159736,0.04986391306998368,263,809,444,685,250,466
ENSG00000125991,ERGIC3,51614,ERGIC and golgi 3,3024.4493286595844,-0.3006404264983208,0.09171413270493117,-3.278016349623686,0.0010453934044320568,0.04990708112758639,2235,3446,3020,3817,2480,3400
ENSG00000183486,MX2,4600,MX dynamin like GTPase 2,3132.6392110693228,1.2421840102992316,0.3791485331869263,3.2762463825405725,0.0010519674614712956,0.04997107125436781,5344,3023,2585,1566,4213,1336
ENSG00000130592,LSP1,4046,lymphocyte specific protein 1,65407.96873920612,-0.2234135437765319,0.06828454028867117,-3.271802707202198,0.001068641207289084,0.05026298643939003,51547,73096,64305,80193,55887,71726
ENSG00000274512,TBC1D3,729873,TBC1 domain family member 3,312.8743355246114,-0.9472074846638805,0.28947637912105406,-3.2721408480371195,0.001067363877857423,0.05026298643939003,228,488,220,324,156,492
ENSG00000168275,COA6,388753,cytochrome c oxidase assembly factor 6,877.267204853008,0.3954676864431765,0.12112352671617001,3.2649948128564645,0.001094660811684749,0.050984494780321875,900,749,1006,881,920,790
ENSG00000242616,GNG10,2790,G protein subunit gamma 10,544.3761672524591,0.5286781027450731,0.1619002286473346,3.26545618349117,0.001092879122925113,0.050984494780321875,575,527,640,440,607,452
ENSG00000002549,LAP3,51056,leucine aminopeptidase 3,10503.162931610132,0.9819864383508513,0.30113015749948796,3.2610033033723003,0.0011101874691016708,0.051456650266906566,13550,9269,8982,5450,16260,7644
ENSG00000017483,SLC38A5,92745,solute carrier family 38 member 5,1814.0946331060413,0.7047985813178916,0.21645006957346805,3.2561716552309403,0.0011292545768204047,0.05158910382526901,2183,1347,1734,1401,2376,1639
ENSG00000111358,GTF2H3,2967,general transcription factor IIH subunit 3,1161.2544105650172,0.35596629741250835,0.10931215784415604,3.2564200033449318,0.0011282671877719502,0.05158910382526901,1182,1097,1316,1118,1198,1035
ENSG00000162511,LAPTM5,7805,lysosomal protein transmembrane 5,23296.584057525142,-0.416129727024235,0.1277848214950623,-3.25648791582273,0.001127997318539424,0.05158910382526901,15341,25670,23695,31741,18200,27717
ENSG00000136878,USP20,10868,ubiquitin specific peptidase 20,3786.841121890169,-0.3633100979015889,0.11163881350325135,-3.254334997845601,0.0011365816448971684,0.05167657878799126,2715,4369,3877,4999,2887,4253
ENSG00000149131,SERPING1,710,serpin family G member 1,249.38319789288056,1.7904494686351187,0.5508738491775788,3.250198700316145,0.0011532440001090127,0.05170811316052391,370,84,192,59,507,207
ENSG00000149218,ENDOD1,23052,endonuclease domain containing 1,2462.022948834242,0.5866954320880544,0.18042105688506738,3.2518124115734106,0.0011467167674985314,0.05170811316052391,3070,2373,2722,2151,2525,1762
ENSG00000149554,CHEK1,1111,checkpoint kinase 1,3416.0778580202086,0.2759543231554853,0.08490562217051022,3.2501301574742,0.001153522004942563,0.05170811316052391,3262,3233,3842,3418,3520,3209
ENSG00000167286,CD3D,915,CD3 delta subunit of T-cell receptor complex,5805.642639302891,-0.373824399523682,0.11508023581177088,-3.248380548464654,0.0011606392969058822,0.05178403741522133,4168,7130,5999,7273,4315,6519
ENSG00000103966,EHD4,30844,EH domain containing 4,6711.816681412774,0.4259642110476827,0.13119109501540577,3.2468988157897587,0.001166698602327054,0.0518122709535754,7168,6253,6979,6474,7549,5569
ENSG00000111885,MAN1A1,4121,mannosidase alpha class 1A member 1,1850.8514408244564,0.3090054907405355,0.09527242951388222,3.243388379169129,0.001181170819567932,0.052011538104053616,1723,1738,2257,1904,1860,1641
ENSG00000164163,ABCE1,6059,ATP binding cassette subfamily E member 1,4725.173947509087,0.5211894263967108,0.16070374820872288,3.2431690748107957,0.001182080411455764,0.052011538104053616,5485,4559,4989,3868,5199,3930
ENSG00000124813,RUNX2,860,RUNX family transcription factor 2,4580.133025588142,-0.3211206562511629,0.09909601131690438,-3.2405003186680656,0.0011932013884883483,0.05226003145544381,3518,5360,4626,5775,3479,5114
