gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_bead,D1_B7_bead,D2_B7C2_bead,D2_B7_bead,D3_B7C2_bead,D3_B7_bead
ENSG00000167106,EEIG1,399665,estrogen-induced osteoclastogenesis regulator 1,2892.347896406381,-0.8584611154811638,0.24186618772081375,-3.549322555462303,3.8622366837070773e-4,0.029753633795453847,1475,3887,2347,4124,1995,3642
ENSG00000143256,PFDN2,5202,prefoldin subunit 2,3345.923590143652,0.46873880854414446,0.13245323936494852,3.538900300147647,4.017975739832038e-4,0.030724121157248985,4217,3162,2782,2589,4384,3059
ENSG00000120053,GOT1,2805,glutamic-oxaloacetic transaminase 1,1439.8890363174778,0.48784149008776806,0.13811246336477187,3.532204684520898,4.12110237659661e-4,0.031122143584146812,1821,1477,1239,1137,1856,1157
ENSG00000186314,PRELID2,153768,PRELI domain containing 2,160.91058862711225,-0.7673635067034027,0.21728410721373093,-3.53161359357308,4.1303241993878847e-4,0.031122143584146812,124,226,101,181,120,229
ENSG00000168734,PKIG,11142,cAMP-dependent protein kinase inhibitor gamma,386.1073429051631,-0.6022984433476462,0.17124081815388092,-3.517259785610268,4.3602680952535154e-4,0.03261670112123336,299,447,267,489,321,517
ENSG00000169245,CXCL10,3627,C-X-C motif chemokine ligand 10,5102.007295720146,0.7120024338465093,0.2035132101042638,3.49855635160851,4.677842275817018e-4,0.034740550944790706,6927,4820,3794,3558,8054,3797
ENSG00000130726,TRIM28,10155,tripartite motif containing 28,9103.46426512478,0.32038948583880117,0.09176155809260554,3.4915436539935913,4.8023798150203877e-4,0.03541069059318247,11002,9057,7850,8030,10600,8300
ENSG00000068654,POLR1A,25885,RNA polymerase I subunit A,996.6042647547113,0.6826831718304079,0.1961301112261269,3.4807667602009005,4.999806698633956e-4,0.03660496776595626,1542,831,812,713,1253,855
ENSG00000089818,NECAP1,25977,NECAP endocytosis associated 1,819.3106683668907,0.6028786226266535,0.1734890107480924,3.475024844668915,5.10806039648732e-4,0.03661840796731848,1036,578,805,733,1028,715
ENSG00000117298,ECE1,1889,endothelin converting enzyme 1,8736.110730578972,0.5671688160597215,0.16314733305719903,3.476421008125665,5.081538966747981e-4,0.03661840796731848,11438,8188,6773,6634,12549,7289
ENSG00000213626,LBH,81606,LBH regulator of WNT signaling pathway,4976.290475035142,-0.3423331973613964,0.09840966689436643,-3.4786541623889353,5.039384841519063e-4,0.03661840796731848,4566,6658,3500,5188,4703,5643
ENSG00000106003,LFNG,3955,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,422.43341808823783,0.7902311501827138,0.22807409950924543,3.464800044735813,5.306258501254824e-4,0.037776901040312796,668,280,390,336,504,349
ENSG00000095951,HIVEP1,3096,HIVEP zinc finger 1,5638.4957958582645,-0.33289779661000096,0.09621954908902844,-3.459772985445845,5.406309676886013e-4,0.037965533873805656,5193,6524,4161,6266,5116,6879
ENSG00000160888,IER2,9592,immediate early response 2,6419.477752902991,0.32170804496325056,0.09294853119814679,3.461141782622002,5.378894422076904e-4,0.037965533873805656,7634,6644,5575,5566,7564,5706
ENSG00000070882,OSBPL3,26031,oxysterol binding protein like 3,2325.908512085368,0.3103339931937659,0.089788313012826207,3.456284930416667,5.476760626677013e-4,0.038200405371072166,2577,2428,2135,2024,2763,2068
ENSG00000133028,SCO1,6341,synthesis of cytochrome C oxidase 1,873.698412387506,0.5105848182364511,0.14796846035441943,3.450632770074648,5.592740002645933e-4,0.03833779449549473,1196,825,757,700,1045,737
ENSG00000187109,NAP1L1,4673,nucleosome assembly protein 1 like 1,33434.116507604165,-0.3191886758373758,0.09248904551309231,-3.45109709011099,5.583126837739759e-4,0.03833779449549473,28794,40602,26662,37976,30383,37689
ENSG00000188976,NOC2L,26155,NOC2 like nucleolar associated transcriptional repressor,5102.965735592004,0.44881451930990046,0.13009480921709102,3.449903359026089,5.607872681216414e-4,0.03833779449549473,6725,4882,4236,4084,6278,4576
ENSG00000053372,MRTO4,51154,"MRT4 homolog, ribosome maturation factor",2388.6668079864794,0.6494169796113023,0.18895794418903064,3.43683343083811,5.885574341665011e-4,0.038453660714561966,3568,2390,1941,1712,3062,1758
ENSG00000132341,RAN,5901,"RAN, member RAS oncogene family",18746.573787208883,0.3093843667924035,0.08989312513749417,3.4416910783687964,5.780900262849252e-4,0.038453660714561966,22596,18916,16232,16500,21582,17101
ENSG00000137868,STRA6,64220,signaling receptor and transporter of retinol STRA6,261.8699795908405,0.9048985946349007,0.2632355934915755,3.4375996901948627,5.868946377583789e-4,0.038453660714561966,323,220,218,157,469,197
ENSG00000143772,ITPKB,3707,inositol-trisphosphate 3-kinase B,3846.936101012095,-0.4267548117422866,0.1239696080471915,-3.4424147858871494,5.765454771883325e-4,0.038453660714561966,3129,4963,3085,4562,3219,4302
ENSG00000150593,PDCD4,27250,programmed cell death 4,7358.340938392383,-0.3574424359801228,0.10393626912427166,-3.439053941341168,5.837509067115583e-4,0.038453660714561966,6837,9902,4969,7814,7008,8262
ENSG00000176597,B3GNT5,84002,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",381.557727692136,0.6650357322519596,0.19320120313755185,3.442192499072998,5.770194762152666e-4,0.038453660714561966,516,317,311,297,550,311
ENSG00000187678,SPRY4,81848,sprouty RTK signaling antagonist 4,104.88576115457852,1.7560144651713925,0.509986530774558,3.4432565552356658,5.747537926066487e-4,0.038453660714561966,134,32,81,42,271,75
ENSG00000183780,SLC35F3,148641,solute carrier family 35 member F3,616.3146479149871,0.8700302579053066,0.2533868393573171,3.4336047606577584,5.956119915354146e-4,0.03866982760138418,702,386,539,515,1110,456
ENSG00000111596,CNOT2,4848,CCR4-NOT transcription complex subunit 2,1417.532816320376,-0.5773514036600585,0.16848696370390212,-3.4266829371718757,6.110020423654575e-4,0.039176236542475894,1037,1763,837,1834,1462,1711
ENSG00000115687,PASK,23178,PAS domain containing serine/threonine kinase,5384.881628321257,-0.4430153958462987,0.12927997615306658,-3.42679051334115,6.107600513044572e-4,0.039176236542475894,4758,6433,4011,6968,4407,5989
ENSG00000114423,CBLB,868,Cbl proto-oncogene B,2752.420939808672,-0.318819433882303,0.09313798185161125,-3.4230872039964386,6.191421120996745e-4,0.03945311125435148,2608,3487,2026,3045,2470,3052
ENSG00000216490,IFI30,10437,IFI30 lysosomal thiol reductase,2390.8879785275903,0.5727539448840455,0.1674178938335781,3.421103513901519,6.236758926685056e-4,0.039498197791515234,3091,2166,1956,1665,3358,2206
ENSG00000173457,PPP1R14B,26472,protein phosphatase 1 regulatory inhibitor subunit 14B,4968.08760443721,0.3805434449349108,0.11153983251880904,3.4117268812532915,6.4552756216584e-4,0.04063281112340224,6177,4589,4199,4309,6037,4618
ENSG00000126259,KIRREL2,84063,kirre like nephrin family adhesion molecule 2,225.9992113083847,-0.621782920749431,0.18250948832586442,-3.4068525776548064,6.57166119052209e-4,0.04100393448052889,168,299,161,268,185,291
ENSG00000261236,BOP1,23246,BOP1 ribosomal biogenesis factor,3173.5125092458184,0.7874145541873984,0.23118864533771988,3.405939565228841,6.593677345507891e-4,0.04100393448052889,4853,2896,2330,1869,4724,2572
ENSG00000116299,ELAPOR1,57535,endosome-lysosome associated apoptosis and autophagy regulator 1,780.9055103626273,-0.6214487460492184,0.18386951948981187,-3.379835590877544,7.252920183228435e-4,0.04483347009069888,506,1044,492,940,798,983
ENSG00000103326,CAPN15,6650,calpain 15,3361.64668957601,0.3126857683442583,0.09257178206515446,3.377765463391229,7.307737961982087e-4,0.04490343986996493,3705,3137,3129,3154,3966,3089
ENSG00000080503,SMARCA2,6595,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",8542.508016631436,-0.32835744804205325,0.09732341949537177,-3.3738790698539765,7.411692034421173e-4,0.04527272004220696,7950,11399,6092,8839,7979,9658
ENSG00000161011,SQSTM1,8878,sequestosome 1,10276.568313766586,-0.315958133439856,0.09382505353455481,-3.3675241477319475,7.584638385504231e-4,0.045787264358807124,8661,12467,7581,11086,10361,12167
ENSG00000181722,ZBTB20,26137,zinc finger and BTB domain containing 20,220.13747520047718,-0.8396352500867428,0.24929017149259258,-3.3681041055872183,7.568701068719361e-4,0.045787264358807124,152,270,140,243,164,370
ENSG00000004478,FKBP4,2288,FKBP prolyl isomerase 4,6597.942338729044,0.5977186396962564,0.17767291490545098,3.3641517054770764,7.677932649478688e-4,0.04608098763986541,9207,6240,5137,4564,9067,5707
ENSG00000168439,STIP1,10963,stress induced phosphoprotein 1,13283.74972458737,0.5012237644253359,0.14914789905447937,3.3605821309105637,7.777840200040201e-4,0.04614404849713506,17792,13800,11048,9930,16766,10903
ENSG00000169194,IL13,3596,interleukin 13,5719.1321607374675,2.0115139320775253,0.5984017885191341,3.3614771390563893,7.752677397858331e-4,0.04614404849713506,10976,1844,2944,1649,13913,3599
ENSG00000123975,CKS2,1164,CDC28 protein kinase regulatory subunit 2,2987.581016200548,0.2928719163214732,0.08721669201262915,3.3579801017798836,7.851426486782272e-4,0.046314443213173365,3387,2900,2775,2770,3369,2738
ENSG00000042286,AIFM2,84883,apoptosis inducing factor mitochondria associated 2,852.2466114938634,0.3808524634648103,0.11362462595682796,3.3518478961551557,8.027410931892442e-4,0.04681749324854558,1008,833,778,768,1016,720
ENSG00000177192,PUS1,80324,pseudouridine synthase 1,1032.5200490882487,0.6945606550173407,0.20721611047581207,3.3518660948826917,8.026883284609205e-4,0.04681749324854558,1496,997,799,689,1472,799
ENSG00000100418,DESI1,27351,desumoylating isopeptidase 1,3576.893705834098,0.41972449668148587,0.12530103438972442,3.3497289046793877,8.089068731576361e-4,0.04691205422250718,4692,3373,2997,3097,4275,3120
ENSG00000069849,ATP1B3,483,ATPase Na+/K+ transporting subunit beta 3,3880.844312282775,0.4049287582614966,0.1210214185771862,3.345926390734193,8.20081631432515e-4,0.047160052977489236,4684,4032,3277,3148,4971,3320
ENSG00000133106,EPSTI1,94240,epithelial stromal interaction 1,1760.2726349794857,0.4589159658913071,0.13727299508501048,3.3430899180651625,8.285104886866365e-4,0.047160052977489236,1831,1818,1768,1449,2305,1394
ENSG00000163191,S100A11,6282,S100 calcium binding protein A11,8864.14367652194,0.3565801149578385,0.10662774893953705,3.344158706379858,8.253250875366641e-4,0.047160052977489236,10558,8042,8156,8500,10176,7758
ENSG00000198400,NTRK1,4914,neurotrophic receptor tyrosine kinase 1,787.9479137742519,0.44272273134538837,0.13246824100600188,3.3421047036121623,8.314569061225459e-4,0.047160052977489236,986,745,700,618,960,733
ENSG00000168389,MFSD2A,84879,"MFSD2 lysolipid transporter A, lysophospholipid",172.8112924742364,1.1511091001549028,0.34467843366922507,3.3396609352692455,8.388073352706365e-4,0.04731698427321738,250,114,130,84,330,139
ENSG00000125744,RTN2,6253,reticulon 2,361.7339577604655,-0.6153782986962472,0.1844893135081449,-3.3355769339402914,8.512259697158471e-4,0.04749840911014426,251,483,260,482,314,405
ENSG00000152894,PTPRK,5796,protein tyrosine phosphatase receptor type K,1277.8064245811447,0.48786111992649867,0.14621714262345425,3.336552138642616,8.482451654449917e-4,0.04749840911014426,1656,1194,1176,1182,1507,956
ENSG00000232112,TMA7,51372,translation machinery associated 7 homolog,2978.137361085953,-0.46740236865264106,0.1404761575996141,-3.3272718775867562,8.770076246733324e-4,0.04867392316936995,2113,3752,2307,3434,2790,3641
ENSG00000124802,EEF1E1,9521,eukaryotic translation elongation factor 1 epsilon 1,378.5557265549678,0.6876275567816105,0.20678953868043526,3.325253110817391,8.833829897726921e-4,0.04876557541937701,481,289,373,247,505,372
ENSG00000049249,TNFRSF9,3604,TNF receptor superfamily member 9,7361.6999397946465,-0.6273693116600442,0.1891355278896036,-3.317035771440218,9.097796745664486e-4,0.04962518306690239,6936,11554,3732,8445,6370,8158
ENSG00000105364,MRPL4,51073,mitochondrial ribosomal protein L4,368.70329730071666,0.7394089505174154,0.22298668119926413,3.3159332500969816,9.133764199081133e-4,0.04962518306690239,550,353,312,231,492,287
ENSG00000123992,DNPEP,23549,aspartyl aminopeptidase,1488.6196670602749,0.36926333804538275,0.11129548011626574,3.317864639782575,9.07084313079191e-4,0.04962518306690239,1824,1417,1292,1265,1775,1390
ENSG00000012822,CALCOCO1,57658,calcium binding and coiled-coil domain 1,882.7155568852105,-0.5672237670400886,0.17126368173430248,-3.31199096793958,9.263453660814787e-4,0.0498055375732245,618,1055,668,1191,762,1044
ENSG00000091137,SLC26A4,5172,solute carrier family 26 member 4,178.61056763570738,1.4903741958415753,0.4499281521800264,3.312471532666493,9.247553681070089e-4,0.0498055375732245,416,115,127,56,240,125
ENSG00000084676,NCOA1,8648,nuclear receptor coactivator 1,5758.6089281429395,-0.3296428735355928,0.09959988635740918,-3.3096711812771145,9.340563067258952e-4,0.049959913234877806,5420,7707,4098,6080,5318,6372
ENSG00000129911,KLF16,83855,KLF transcription factor 16,1352.7935042285026,0.3864390583723138,0.11690013156355143,3.3057196189914513,9.473283123953819e-4,0.05040860911782231,1684,1326,1155,1153,1635,1200
ENSG00000123933,MXD4,10608,MAX dimerization protein 4,645.4102722183584,-0.6289932239359944,0.19046271209331056,-3.302448111879459,9.584481871214837e-4,0.05073877249053885,430,845,487,894,540,712
ENSG00000130204,TOMM40,10452,translocase of outer mitochondrial membrane 40,3659.5982508795373,0.6115866480053193,0.18545027099760114,3.2978471517748837,9.742915466393188e-4,0.050796018363422665,5354,3639,2886,2561,4776,2919
ENSG00000136810,TXN,7295,thioredoxin,5159.681118656231,0.36650292786424704,0.11104068514822141,3.300618393834879,9.647200052074157e-4,0.050796018363422665,6457,5327,4464,4339,6016,4494
ENSG00000149212,SESN3,143686,sestrin 3,4674.754507022795,-0.6053086745831312,0.18354353569009899,-3.2979024420950163,9.74099723712591e-4,0.050796018363422665,2983,5236,3402,6263,4322,6084
ENSG00000065675,PRKCQ,5588,protein kinase C theta,414.1910322067886,-0.5759808956405411,0.17494532968215878,-3.2923479391361004,9.93546095858165e-4,0.05153957963589868,346,530,286,568,330,452
ENSG00000140403,DNAJA4,55466,DnaJ heat shock protein family (Hsp40) member A4,1319.4857584372828,0.491446732916759,0.14943987233998668,3.288591760829945,0.001006899559755878,0.05197112077679965,1576,1265,1090,1022,1861,1158
ENSG00000120833,SOCS2,8835,suppressor of cytokine signaling 2,637.348570286569,0.9887957790821389,0.3012347374557316,3.282475943623364,0.0010289976511790014,0.052847476383685726,813,266,719,490,925,565
ENSG00000112576,CCND3,896,cyclin D3,13867.491477140107,0.42550611492878665,0.12978202369469752,3.278621359224278,0.0010431549942649862,0.053163843500161644,17589,12674,11395,11224,17583,13189
ENSG00000178952,TUFM,7284,"Tu translation elongation factor, mitochondrial",7289.798595719787,0.35640205133242536,0.10872549187080255,3.277998978895717,0.0010454577381122556,0.053163843500161644,8984,7580,6272,6299,8610,6203
ENSG00000065183,WDR3,10885,WD repeat domain 3,2654.5071064151502,0.5411304465975237,0.1652561896676911,3.274494272714791,0.0010585128480059033,0.05333779258637173,3773,2650,2171,1995,3282,2158
ENSG00000112578,BYSL,705,bystin like,1038.0014888815128,0.7405048906892959,0.22615617329473336,3.274307660504355,0.0010592121941495887,0.05333779258637173,1582,916,820,615,1426,915
ENSG00000145912,NHP2,55651,NHP2 ribonucleoprotein,3074.432699032937,0.2927076632927969,0.08948863848208445,3.270891906031141,0.0010720888026885525,0.05370657888266537,3441,3114,2795,2594,3591,2963
ENSG00000160803,UBQLN4,56893,ubiquilin 4,3022.6021648227556,0.2705935478577921,0.08276027658821411,3.2696066157943138,0.001076971432826939,0.05370657888266537,3426,2995,2649,2722,3538,2869
ENSG00000271303,SRXN1,140809,sulfiredoxin 1,710.8951198385671,0.4571117204502689,0.13986432625509537,3.2682509735652907,0.0010821436024018596,0.05370657888266537,919,650,660,571,810,657
ENSG00000092871,RFFL,117584,ring finger and FYVE like domain containing E3 ubiquitin protein ligase,4746.020431989718,-0.32973386718267306,0.10105371765232224,-3.262956325042196,0.0011025651013356977,0.053878273326338336,4047,5842,3733,5555,4368,5160
ENSG00000125912,NCLN,56926,nicalin,2586.1207146654997,0.5272035792568339,0.16153969360828274,3.263616312998889,0.001100000221551039,0.053878273326338336,3566,2611,2109,1918,3282,2139
ENSG00000136826,KLF4,9314,KLF transcription factor 4,447.4233187535589,0.7760902678440238,0.2380570295405393,3.2601022928913825,0.0011137203850884198,0.053878273326338336,681,425,344,296,644,319
ENSG00000156587,UBE2L6,9246,ubiquitin conjugating enzyme E2 L6,10230.583089141877,0.47769247861262987,0.14645961715553482,3.2615985750211114,0.0011078590611869829,0.053878273326338336,12949,10875,8582,7575,13351,8494
ENSG00000172216,CEBPB,1051,CCAAT enhancer binding protein beta,1094.4478935160644,0.612997611650965,0.1880771008637503,3.2592889237219906,0.0011169185790793764,0.053878273326338336,1599,989,848,813,1451,915
ENSG00000196405,EVL,51466,Enah/Vasp-like,7982.286842071028,-0.32939823151435804,0.10103618916387652,-3.2602004711409664,0.0011133349182707553,0.053878273326338336,6716,10062,6369,9085,7328,8724
ENSG00000165283,STOML2,30968,stomatin like 2,299.9742346565679,0.7302121732604056,0.2241795826396704,3.2572643978648776,0.00112491598874927,0.054011663962133555,353,201,340,275,386,226
ENSG00000025772,TOMM34,10953,translocase of outer mitochondrial membrane 34,2258.8555170629265,0.33088076381384396,0.10168998217160392,3.253818682507741,0.001138649306713846,0.05440249627238607,2577,2287,1936,1997,2831,1994
ENSG00000255639,NA,NA,NA,259.66743524768515,0.734689353890668,0.22587846703159223,3.252586948838782,0.0011435960177378452,0.05440249627238607,355,267,267,182,319,166
ENSG00000234964,NA,NA,NA,417.0201495669306,0.8174693416328072,0.2519113390135372,3.245067668783572,0.0011742271654549522,0.055603426738492986,614,362,497,337,414,248
ENSG00000103966,EHD4,30844,EH domain containing 4,7619.28575919727,0.37439855815822376,0.1154499896573967,3.242950122986318,0.0011829891867753098,0.055709458258763674,9118,7712,6279,6551,9788,6568
