gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7C2_no,D2_B7C2_Il8,D2_B7C2_no,D3_B7C2_Il8,D3_B7C2_no
ENSG00000007341,ST7L,54879,suppression of tumorigenicity 7 like,215.29544896332,-0.011711271968311654,0.2642748648815731,-0.04431474016100514,0.9646535222677467,0.9999578066363455,244,207,192,199,201,241
ENSG00000007376,RPUSD1,113000,RNA pseudouridine synthase domain containing 1,1014.7578290788879,-0.030142407769218456,0.19463449121203744,-0.15486673292854816,0.8769263804602834,0.9999578066363455,1060,1424,1026,790,920,936
ENSG00000007392,LUC7L,55692,LUC7 like,206.02471065218748,-0.25886143196007044,0.2563970812659557,-1.0096114615733809,0.31268147618058495,0.9999578066363455,157,319,243,163,171,209
ENSG00000007402,CACNA2D2,9254,calcium voltage-gated channel auxiliary subunit alpha2delta 2,61.10089202217053,0.11503122998952786,0.7373401443550923,0.15600836448439798,0.8760264280484881,0.9999578066363455,31,24,124,108,45,38
ENSG00000007520,TSR3,115939,TSR3 ribosome maturation factor,2203.219594519798,-0.021911740300858462,0.14628331690837026,-0.14978974201537731,0.8809305027324004,0.9999578066363455,2104,2910,2235,1800,2219,2079
ENSG00000007541,PIGQ,9091,phosphatidylinositol glycan anchor biosynthesis class Q,542.500480339416,-0.04371050466366336,0.13917414902433542,-0.31407057251717285,0.7534674392320736,0.9999578066363455,508,686,565,523,533,468
ENSG00000007545,CRAMP1,57585,cramped chromatin regulator homolog 1,1185.8581623834998,0.06320540621218697,0.10741833631524864,0.588404255551802,0.5562609820310829,0.9999578066363455,1098,1340,1269,1081,1276,1093
ENSG00000007923,DNAJC11,55735,DnaJ heat shock protein family (Hsp40) member C11,140.92523162282643,-0.5094994476117922,0.3477216392988214,-1.4652509077065057,0.14285247501184467,0.9999578066363455,97,183,105,109,146,208
ENSG00000007944,MYLIP,29116,myosin regulatory light chain interacting protein,959.3803166570179,0.047701849547653156,0.2645175374596571,0.18033530028204048,0.8568893443125245,0.9999578066363455,727,847,1432,1139,836,829
ENSG00000007968,E2F2,1870,E2F transcription factor 2,1146.7845110558173,-0.05424233163711302,0.25505820230194237,-0.21266648611009967,0.8315871089815964,0.9999578066363455,952,1308,1594,1403,895,822
ENSG00000008018,PSMB1,5689,proteasome 20S subunit beta 1,6607.427767621013,0.03812949157780846,0.1296818068607714,0.29402344477467784,0.7687399884345083,0.9999578066363455,6627,8433,6981,5464,6475,6024
ENSG00000008056,SYN1,6853,synapsin I,26.718141302142175,-0.49605956498514564,0.8996906457940071,-0.5513668140312346,0.5813822452087913,0.9999578066363455,45,33,7,14,11,47
ENSG00000008083,JARID2,3720,jumonji and AT-rich interaction domain containing 2,3119.0464529705196,-0.04958848997065811,0.10448151252755089,-0.4746149703525975,0.6350614339344445,0.9999578066363455,2588,3451,3595,2965,3093,3159
ENSG00000008086,CDKL5,6792,cyclin dependent kinase like 5,83.48746003488418,0.03155769218447555,0.32360471007701475,0.0975192610050859,0.9223140390602564,0.9999578066363455,80,84,69,83,102,81
ENSG00000008118,CAMK1G,57172,calcium/calmodulin dependent protein kinase IG,107.2072163973054,-0.05554521031935195,0.5036386846212015,-0.11028781548249973,0.9121811201509841,0.9999578066363455,106,171,67,49,137,119
ENSG00000008128,CDK11A,728642,cyclin dependent kinase 11A,1904.3471155135808,-0.02966684543580946,0.13711804644782974,-0.21635988992227226,0.828707228982221,0.9999578066363455,1775,2256,1895,1607,1981,1972
ENSG00000008130,NADK,65220,NAD kinase,1902.7535994066366,-0.003388359088590361,0.17858320689055454,-0.01897355942693386,0.9848621981331352,0.9999578066363455,1891,2504,1767,1513,2015,1810
ENSG00000008256,CYTH3,9265,cytohesin 3,37.09639157230167,-0.029857207144103434,0.47903573261807403,-0.062327724449541246,0.9503018504745624,0.9999578066363455,21,33,55,36,37,43
ENSG00000008277,ADAM22,53616,ADAM metallopeptidase domain 22,217.4289868351199,-0.26961666407779045,0.4610435102156811,-0.5847965714812056,0.5586845099683053,0.9999578066363455,238,301,223,325,130,99
ENSG00000008282,SYPL1,6856,synaptophysin like 1,1922.888076600469,-0.04034500007586463,0.09243662833246531,-0.4364611821490982,0.6625021572176335,0.9999578066363455,1648,2194,2193,1792,1889,1912
ENSG00000008283,CYB561,1534,cytochrome b561,65.62168617983657,-0.22339911920482852,0.3396902775836423,-0.657655322942885,0.5107596367699329,0.9999578066363455,51,62,80,77,53,72
ENSG00000008294,SPAG9,9043,sperm associated antigen 9,2097.6875494252477,-0.027604398379760475,0.13382623786717265,-0.2062704505461689,0.8365796592411974,0.9999578066363455,1742,2149,2342,2047,2191,2167
ENSG00000008300,CELSR3,1951,cadherin EGF LAG seven-pass G-type receptor 3,767.5648264357882,-0.01931269321736287,0.2718036048145151,-0.07105385239663134,0.9433548957428414,0.9999578066363455,548,740,1137,936,660,638
ENSG00000008311,AASS,10157,aminoadipate-semialdehyde synthase,180.93453323663923,-0.05274778580193835,0.21806628386083457,-0.24188877284486998,0.8088663498247278,0.9999578066363455,157,181,220,173,161,199
ENSG00000008323,PLEKHG6,55200,pleckstrin homology and RhoGEF domain containing G6,27.43783315779572,-1.431473949377609,0.7059986687464629,-2.027587320977906,0.042602384119438695,0.9999578066363455,6,54,32,25,9,44
ENSG00000008324,SS18L2,51188,SS18 like 2,386.92961704944287,0.059876599565541554,0.17182997310588874,0.34846423172424706,0.7274915714547563,0.9999578066363455,341,395,486,408,370,338
ENSG00000008382,MPND,84954,MPN domain containing,431.48536907846346,-0.1172040993296158,0.15657710015972115,-0.7485392130142802,0.45413498184780654,0.9999578066363455,381,480,500,470,371,404
ENSG00000008441,NFIX,4784,nuclear factor I X,65.98919820702382,-0.33095155739943893,0.498840005304789,-0.663442293881841,0.5070473261273348,0.9999578066363455,72,110,32,48,67,69
ENSG00000008513,ST3GAL1,6482,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",6387.347728223351,-0.025879370446572215,0.11681710371219875,-0.22153751141040945,0.8246739322235477,0.9999578066363455,5182,6904,7607,6070,6402,6455
ENSG00000008516,MMP25,64386,matrix metallopeptidase 25,427.5370200818317,-0.15230992465436893,0.390949040344689,-0.38959022516101194,0.6968395813376582,0.9999578066363455,242,355,667,623,348,356
ENSG00000008517,IL32,9235,interleukin 32,66961.12536577314,-0.04453395538758607,0.2386815999115902,-0.18658311073866543,0.8519875098702936,0.9999578066363455,59406,75733,92439,80619,49425,49161
ENSG00000008710,PKD1,5310,"polycystin 1, transient receptor potential channel interacting",1896.7181183138023,0.09011164093880826,0.18522565269314192,0.4864965496334012,0.6266151510812742,0.9999578066363455,1511,2071,2604,2006,1854,1482
ENSG00000008735,MAPK8IP2,23542,mitogen-activated protein kinase 8 interacting protein 2,20.107949241850665,0.42004155081347183,0.549760947766167,0.7640439949767595,0.44484102530400244,0.9999578066363455,21,13,24,22,24,16
ENSG00000008838,MED24,9862,mediator complex subunit 24,2855.4184305333083,-0.003398415604165875,0.14275722405985206,-0.023805559589342135,0.981007705396331,0.9999578066363455,2939,3672,2839,2567,2753,2490
ENSG00000008853,RHOBTB2,23221,Rho related BTB domain containing 2,126.77313986885119,-0.17584868996122902,0.3013333346963964,-0.5835686587360226,0.5595105514513348,0.9999578066363455,123,181,139,141,97,90
ENSG00000008869,HEATR5B,54497,HEAT repeat containing 5B,943.2055887220605,0.15311064502460442,0.16434751601746092,0.9316273755444977,0.3515291304132032,0.9999578066363455,828,959,1297,947,898,788
ENSG00000008952,SEC62,7095,"SEC62 homolog, preprotein translocation factor",2874.4391444724174,0.04250285523368197,0.09986536363232645,0.4256015668271575,0.6703981983857732,0.9999578066363455,2827,3107,3170,2598,2773,2846
ENSG00000008988,RPS20,6224,ribosomal protein S20,23959.066726298384,0.031307099246747884,0.07602631129057782,0.4117929531934015,0.6804911868499071,0.9999578066363455,21807,25857,27287,23132,23964,22541
ENSG00000009307,CSDE1,7812,cold shock domain containing E1,9305.427135143234,0.08032672573826717,0.14637885832955064,0.5487590670875658,0.5831708045151633,0.9999578066363455,7715,8948,11812,8840,9520,9347
ENSG00000009335,UBE3C,9690,ubiquitin protein ligase E3C,75.85125405822058,0.3434841923926282,0.49805806576153433,0.6896468825726944,0.490416276994676,0.9999578066363455,62,39,138,85,62,72
ENSG00000009413,REV3L,5980,"REV3 like, DNA directed polymerase zeta catalytic subunit",1385.956038858002,0.10133205155816255,0.1495872373473075,0.677411077008479,0.4981451721763768,0.9999578066363455,1144,1413,1827,1374,1393,1242
ENSG00000009780,FAM76A,199870,family with sequence similarity 76 member A,85.11660588991262,-0.14248427847437925,0.6236228060630227,-0.22847829984585255,0.8192744242231051,0.9999578066363455,96,116,125,41,26,116
ENSG00000009790,TRAF3IP3,80342,TRAF3 interacting protein 3,6593.5592686994605,-0.07868117705105539,0.10420243099424424,-0.7550800523588691,0.4502009512103751,0.9999578066363455,5504,7166,7251,6506,6613,6731
ENSG00000009830,POMT2,29954,protein O-mannosyltransferase 2,170.12295291638299,-0.010721213726347682,0.23809999807455343,-0.04502819745084868,0.9640848334273094,0.9999578066363455,187,191,174,143,146,182
ENSG00000009844,VTA1,51534,vesicle trafficking 1,1856.8764333312536,0.02202315185325814,0.10452934490735445,0.21068870060151537,0.8331301923140505,0.9999578066363455,1825,2236,2008,1627,1790,1739
ENSG00000009950,MLXIPL,51085,MLX interacting protein like,18.311063226527825,0.19359090561342782,0.6183632099763614,0.3130698956375952,0.7542275600514166,0.9999578066363455,11,15,20,20,28,16
ENSG00000009954,BAZ1B,9031,bromodomain adjacent to zinc finger domain 1B,10494.616135568027,-0.028170599441546876,0.10272331171322474,-0.27423764841413456,0.7839019974721151,0.9999578066363455,10067,12881,10910,9182,10221,10163
ENSG00000010017,RANBP9,10048,RAN binding protein 9,3883.3829686075,0.011883830082113826,0.09583909767660238,0.12399772504343055,0.9013170763150666,0.9999578066363455,3406,4159,4604,3792,3786,3712
ENSG00000010030,ETV7,51513,ETS variant transcription factor 7,431.1691692157037,-0.06366290033273939,0.3223069005589713,-0.1975226103515932,0.8434185894644437,0.9999578066363455,359,498,342,291,555,544
ENSG00000010072,SPRTN,83932,SprT-like N-terminal domain,169.79731943585978,0.07143380772332227,0.3831090502101836,0.18645815775986452,0.8520854886743529,0.9999578066363455,246,206,117,138,146,160
ENSG00000010165,METTL13,51603,"methyltransferase 13, eEF1A lysine and N-terminal methyltransferase",3305.2006480957657,0.05193220273130601,0.15176469327493938,0.342188961152017,0.7322086920793831,0.9999578066363455,2647,3252,3956,3345,3593,3147
ENSG00000010219,DYRK4,8798,dual specificity tyrosine phosphorylation regulated kinase 4,452.8259433583594,0.034671705509465134,0.12574413023401346,0.27573219875106764,0.7827537629198444,0.9999578066363455,420,509,493,412,466,433
ENSG00000010244,ZNF207,7756,zinc finger protein 207,4099.9127031445905,0.061550372794416996,0.15571133834501885,0.39528510543038414,0.6926324904156953,0.9999578066363455,4448,5201,4127,3407,3935,3653
ENSG00000010256,UQCRC1,7384,ubiquinol-cytochrome c reductase core protein 1,7042.864592246403,-0.022607079568575515,0.07534588408113907,-0.3000439883913264,0.7641436025705506,0.9999578066363455,6283,7924,7697,6842,7076,6691
ENSG00000010270,STARD3NL,83930,STARD3 N-terminal like,549.5592579143088,0.1278044562582541,0.1362681859833709,0.9378891730007352,0.34830136781566323,0.9999578066363455,515,559,609,526,602,498
ENSG00000010278,CD9,928,CD9 molecule,2619.653606044694,-0.06884802533931747,1.0398122458199042,-0.06621197780280996,0.9472090607944638,0.9999578066363455,5116,6462,1102,1032,1074,1254
ENSG00000010292,NCAPD2,9918,non-SMC condensin I complex subunit D2,630.9712938608379,0.14251027618417905,0.16092647167945123,0.8855614287501727,0.37585390401688384,0.9999578066363455,600,802,778,550,624,485
ENSG00000010295,IFFO1,25900,intermediate filament family orphan 1,587.6070077750364,-0.013490887555883742,0.17279587812294858,-0.07807412828611941,0.9377690869976482,0.9999578066363455,476,678,608,513,677,597
ENSG00000010310,GIPR,2696,gastric inhibitory polypeptide receptor,22.311540887891386,0.06691235950749509,0.6229905415345602,0.10740509694204266,0.914467611124246,0.9999578066363455,10,24,38,16,23,26
ENSG00000010318,PHF7,51533,PHD finger protein 7,236.48400380506496,-0.21204834351935334,0.3845674761172808,-0.5513943759890017,0.581363355167881,0.9999578066363455,180,236,332,360,161,163
ENSG00000010322,NISCH,11188,nischarin,2085.3030579693286,-0.06889448612856726,0.11457425440929686,-0.6013086140840466,0.5476344532247792,0.9999578066363455,1931,2540,2431,2057,1790,1886
ENSG00000010361,FUZ,80199,fuzzy planar cell polarity protein,267.30212431391146,-0.09185125117279568,0.21608414401972528,-0.42507168487295865,0.6707844184296661,0.9999578066363455,229,364,329,270,228,210
ENSG00000010404,IDS,3423,iduronate 2-sulfatase,1390.1499159725533,-0.04181487268515153,0.0985640635179177,-0.424240551705238,0.6713903895000832,0.9999578066363455,1220,1699,1598,1252,1323,1335
ENSG00000010539,ZNF200,7752,zinc finger protein 200,300.4387184037269,-0.10984439593198365,0.16406059592680333,-0.6695355171146119,0.5031539321493133,0.9999578066363455,263,374,294,277,311,296
ENSG00000010610,CD4,920,CD4 molecule,16826.39034432033,-0.08178573432369113,0.1343168311615785,-0.6089016068679116,0.5425896590898595,0.9999578066363455,13551,18016,20302,18290,15792,15761
ENSG00000010626,LRRC23,10233,leucine rich repeat containing 23,104.7401191876448,0.0877516531815028,0.4915733896864031,0.17851180520061014,0.8583210508871698,0.9999578066363455,43,124,113,105,172,80
ENSG00000010704,HFE,3077,homeostatic iron regulator,75.53290302993072,-0.38494266875946614,0.29225374699003503,-1.3171522101052533,0.18778760925457175,0.9999578066363455,58,98,68,68,71,93
ENSG00000010803,SCMH1,22955,Scm polycomb group protein homolog 1,353.24424551158273,0.023828891798814082,0.2618024848624353,0.09101858529469278,0.9274778234225459,0.9999578066363455,272,290,417,338,390,413
ENSG00000010810,FYN,2534,"FYN proto-oncogene, Src family tyrosine kinase",7290.05234840254,-0.037095827209155274,0.14927214072298045,-0.2485113901997144,0.8037387583418902,0.9999578066363455,6335,7796,9207,7950,6320,6493
ENSG00000010818,HIVEP2,3097,HIVEP zinc finger 2,2083.874013650696,0.04424119208593906,0.2116510357507354,0.20902894204610734,0.8344256451553456,0.9999578066363455,1537,1999,2922,2295,2018,1856
ENSG00000011007,ELOA,6924,elongin A,1868.0555357147462,0.036678666276562515,0.1480928246817288,0.24767348691869343,0.8043870472016408,0.9999578066363455,1951,2293,1800,1646,1897,1678
ENSG00000011009,LYPLA2,11313,lysophospholipase 2,2711.419699526598,-0.00999705294968923,0.12342923834312339,-0.08099420432214144,0.9354465616439813,0.9999578066363455,2613,3383,2707,2385,2776,2519
ENSG00000011021,CLCN6,1185,chloride voltage-gated channel 6,16.969925733375092,-0.5063056032780495,0.6413718194917618,-0.7894104291630057,0.4298721623291447,0.9999578066363455,9,27,11,16,22,18
ENSG00000011052,NME1-NME2,654364,NME1-NME2 readthrough,469.5504968609117,-0.17542916612710888,0.248209472379707,-0.7067786915832932,0.4797040184562289,0.9999578066363455,485,677,364,389,459,461
ENSG00000011132,APBA3,9546,amyloid beta precursor protein binding family A member 3,1323.526903289,-0.05029212937934256,0.12298340837535382,-0.4089342623018507,0.6825879043124599,0.9999578066363455,1088,1434,1539,1366,1310,1259
ENSG00000011143,MKS1,54903,MKS transition zone complex subunit 1,353.9747285765158,0.07206426463994352,0.2692443010875198,0.2676538160654272,0.7889658024798973,0.9999578066363455,429,401,410,278,249,367
ENSG00000011198,ABHD5,51099,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",491.03022531104835,0.014487205678376516,0.23723903451326347,0.06106586004322392,0.951306758126865,0.9999578066363455,476,598,426,365,568,523
ENSG00000011243,AKAP8L,26993,A-kinase anchoring protein 8 like,583.2266466455861,-0.2934769244262146,0.14853206689092027,-1.9758489231940712,0.04817189054252078,0.9999578066363455,469,694,608,691,506,553
ENSG00000011258,MBTD1,54799,mbt domain containing 1,365.27837579686997,0.06117767439080335,0.23211112995912767,0.26357061982153157,0.7921108001563755,0.9999578066363455,295,369,525,397,321,310
ENSG00000011260,UTP18,51096,UTP18 small subunit processome component,14.000831571559551,-0.5585733271450509,0.7928113061116486,-0.7045476304879905,0.4810917987983461,0.9999578066363455,20,17,8,19,5,14
ENSG00000011275,RNF216,54476,ring finger protein 216,2397.4097713598076,-0.012020127257194764,0.11606824551125657,-0.10356085942583688,0.9175178502429495,0.9999578066363455,2346,2950,2723,2275,2125,2100
ENSG00000011295,TTC19,54902,tetratricopeptide repeat domain 19,783.1623816389085,0.10812640788598468,0.14408223747483848,0.7504492557930128,0.45298417487003884,0.9999578066363455,649,849,1025,690,796,742
ENSG00000011304,PTBP1,5725,polypyrimidine tract binding protein 1,9065.382195383543,-0.03949912367793292,0.09216725284735348,-0.42855919491656097,0.6682440463710867,0.9999578066363455,8143,10589,9690,8069,9083,9181
ENSG00000011332,DPF1,8193,double PHD fingers 1,52.802551909628406,0.1563710722760357,0.328749553861729,0.47565409728831104,0.6343208282420918,0.9999578066363455,53,50,58,45,56,55
ENSG00000011376,LARS2,23395,"leucyl-tRNA synthetase 2, mitochondrial",1475.3814808195941,0.046566926210744757,0.1138781966217224,0.4089187183515871,0.6825993117975004,0.9999578066363455,1454,1752,1562,1264,1484,1395
ENSG00000011405,PIK3C2A,5286,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,68.79927411567508,0.24544738350848708,0.31769911319590466,0.772578119716486,0.4397720977617378,0.9999578066363455,76,62,89,70,60,57
